State,avg_bal,med_bal,avg_inc,med_inc,avg_dti,med_dti,avg_bal_label,med_bal_label,avg_inc_label,med_inc_label,avg_bal_rankNat,med_bal_rankNat,avg_inc_rankNat,med_inc_rankNat,avg_dti_rankNat,med_dti_rankNat,avg_bal_pctNat,med_bal_pctNat,avg_inc_pctNat,med_inc_pctNat,avg_dti_pctNat,med_dti_pctNat,pct_bal_grt,avg_bal_sh_obal,med_bal_sh_obal,pct_bal_grt_label,avg_bal_sh_obal_label,med_bal_sh_obal_label,pct_bal_grt_rankNat,avg_bal_sh_obal_rankNat,med_bal_sh_obal_rankNat,pct_bal_grt_pctNat,avg_bal_sh_obal_pctNat,med_bal_sh_obal_pctNat,avg_bal_ASIAN,med_bal_ASIAN,avg_inc_ASIAN,med_inc_ASIAN,avg_dti_ASIAN,med_dti_ASIAN,avg_bal_label_ASIAN,med_bal_label_ASIAN,avg_inc_label_ASIAN,med_inc_label_ASIAN,avg_bal_rankNat_ASIAN,med_bal_rankNat_ASIAN,avg_inc_rankNat_ASIAN,med_inc_rankNat_ASIAN,avg_dti_rankNat_ASIAN,med_dti_rankNat_ASIAN,avg_bal_pctNat_ASIAN,med_bal_pctNat_ASIAN,avg_inc_pctNat_ASIAN,med_inc_pctNat_ASIAN,avg_dti_pctNat_ASIAN,med_dti_pctNat_ASIAN,pct_bal_grt_ASIAN,avg_bal_sh_obal_ASIAN,med_bal_sh_obal_ASIAN,pct_bal_grt_label_ASIAN,avg_bal_sh_obal_label_ASIAN,med_bal_sh_obal_label_ASIAN,pct_bal_grt_rankNat_ASIAN,avg_bal_sh_obal_rankNat_ASIAN,med_bal_sh_obal_rankNat_ASIAN,pct_bal_grt_pctNat_ASIAN,avg_bal_sh_obal_pctNat_ASIAN,med_bal_sh_obal_pctNat_ASIAN,avg_bal_BLACK,med_bal_BLACK,avg_inc_BLACK,med_inc_BLACK,avg_dti_BLACK,med_dti_BLACK,avg_bal_label_BLACK,med_bal_label_BLACK,avg_inc_label_BLACK,med_inc_label_BLACK,avg_bal_rankNat_BLACK,med_bal_rankNat_BLACK,avg_inc_rankNat_BLACK,med_inc_rankNat_BLACK,avg_dti_rankNat_BLACK,med_dti_rankNat_BLACK,avg_bal_pctNat_BLACK,med_bal_pctNat_BLACK,avg_inc_pctNat_BLACK,med_inc_pctNat_BLACK,avg_dti_pctNat_BLACK,med_dti_pctNat_BLACK,pct_bal_grt_BLACK,avg_bal_sh_obal_BLACK,med_bal_sh_obal_BLACK,pct_bal_grt_label_BLACK,avg_bal_sh_obal_label_BLACK,med_bal_sh_obal_label_BLACK,pct_bal_grt_rankNat_BLACK,avg_bal_sh_obal_rankNat_BLACK,med_bal_sh_obal_rankNat_BLACK,pct_bal_grt_pctNat_BLACK,avg_bal_sh_obal_pctNat_BLACK,med_bal_sh_obal_pctNat_BLACK,avg_bal_LATINO,med_bal_LATINO,avg_inc_LATINO,med_inc_LATINO,avg_dti_LATINO,med_dti_LATINO,avg_bal_label_LATINO,med_bal_label_LATINO,avg_inc_label_LATINO,med_inc_label_LATINO,avg_bal_rankNat_LATINO,med_bal_rankNat_LATINO,avg_inc_rankNat_LATINO,med_inc_rankNat_LATINO,avg_dti_rankNat_LATINO,med_dti_rankNat_LATINO,avg_bal_pctNat_LATINO,med_bal_pctNat_LATINO,avg_inc_pctNat_LATINO,med_inc_pctNat_LATINO,avg_dti_pctNat_LATINO,med_dti_pctNat_LATINO,pct_bal_grt_LATINO,avg_bal_sh_obal_LATINO,med_bal_sh_obal_LATINO,pct_bal_grt_label_LATINO,avg_bal_sh_obal_label_LATINO,med_bal_sh_obal_label_LATINO,pct_bal_grt_rankNat_LATINO,avg_bal_sh_obal_rankNat_LATINO,med_bal_sh_obal_rankNat_LATINO,pct_bal_grt_pctNat_LATINO,avg_bal_sh_obal_pctNat_LATINO,med_bal_sh_obal_pctNat_LATINO,avg_bal_NATVAM,med_bal_NATVAM,avg_inc_NATVAM,med_inc_NATVAM,avg_dti_NATVAM,med_dti_NATVAM,avg_bal_label_NATVAM,med_bal_label_NATVAM,avg_inc_label_NATVAM,med_inc_label_NATVAM,avg_bal_rankNat_NATVAM,med_bal_rankNat_NATVAM,avg_inc_rankNat_NATVAM,med_inc_rankNat_NATVAM,avg_dti_rankNat_NATVAM,med_dti_rankNat_NATVAM,avg_bal_pctNat_NATVAM,med_bal_pctNat_NATVAM,avg_inc_pctNat_NATVAM,med_inc_pctNat_NATVAM,avg_dti_pctNat_NATVAM,med_dti_pctNat_NATVAM,pct_bal_grt_NATVAM,avg_bal_sh_obal_NATVAM,med_bal_sh_obal_NATVAM,pct_bal_grt_label_NATVAM,avg_bal_sh_obal_label_NATVAM,med_bal_sh_obal_label_NATVAM,pct_bal_grt_rankNat_NATVAM,avg_bal_sh_obal_rankNat_NATVAM,med_bal_sh_obal_rankNat_NATVAM,pct_bal_grt_pctNat_NATVAM,avg_bal_sh_obal_pctNat_NATVAM,med_bal_sh_obal_pctNat_NATVAM,avg_bal_WHITE,med_bal_WHITE,avg_inc_WHITE,med_inc_WHITE,avg_dti_WHITE,med_dti_WHITE,avg_bal_label_WHITE,med_bal_label_WHITE,avg_inc_label_WHITE,med_inc_label_WHITE,avg_bal_rankNat_WHITE,med_bal_rankNat_WHITE,avg_inc_rankNat_WHITE,med_inc_rankNat_WHITE,avg_dti_rankNat_WHITE,med_dti_rankNat_WHITE,avg_bal_pctNat_WHITE,med_bal_pctNat_WHITE,avg_inc_pctNat_WHITE,med_inc_pctNat_WHITE,avg_dti_pctNat_WHITE,med_dti_pctNat_WHITE,pct_bal_grt_WHITE,avg_bal_sh_obal_WHITE,med_bal_sh_obal_WHITE,pct_bal_grt_label_WHITE,avg_bal_sh_obal_label_WHITE,med_bal_sh_obal_label_WHITE,pct_bal_grt_rankNat_WHITE,avg_bal_sh_obal_rankNat_WHITE,med_bal_sh_obal_rankNat_WHITE,pct_bal_grt_pctNat_WHITE,avg_bal_sh_obal_pctNat_WHITE,med_bal_sh_obal_pctNat_WHITE
KS,28646.3609085158,16481.71,35057.8422632689,33430,0.885586862635383,0.502421315149913,"$28,646","$16,482","$35,058","$33,430",43,36,26,29,40,35,19th,32nd,51st,46th,25th,34th,0.542638357117995,1.00995981788327,1.0171,54.23%,100.98%,101.75%,30,30,29,44th,44th,46th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27700.5897849462,18571.54,21825.8174645187,22068,1.35577478612195,0.769384560218469,"$27,701","$18,572","$21,826","$22,068",29,20,33,30,9,13,26th,50th,15th,23rd,78th,68th,0.694196428571429,1.09723619489559,1.0742,69.41%,109.67%,107.47%,26,26,25,34th,34th,36th,19952.2103891051,12955.37,27168.0523002643,26965.833209785,0.750448460042289,0.507022699951892,"$19,952","$12,955","$27,168","$26,966",36,26,17,15,37,27,10th,35th,58th,64th,7th,33rd,0.506445672191529,1.01545372393247,1.0155,50.60%,101.53%,101.53%,36,32,33,12th,22nd,20th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29629.9606787527,17032.82,35530.3954651218,34009.8917796117,0.884282017469636,0.499192713459875,"$29,630","$17,033","$35,530","$34,010",41,36,29,31,39,26,21st,31st,45th,41st,25th,50th,0.545490532427261,1.0108947020541,1.0174,54.56%,101.09%,101.75%,27,26,27,49th,50th,49th
KY,30293.0607974359,17649.36,30535.3676022683,29771,1.07987133240144,0.596164406386992,"$30,293","$17,649","$30,535","$29,771",33,30,46,45,15,12,38th,44th,13th,15th,73rd,78th,0.622772918691286,1.04958950830524,1.048,62.26%,104.94%,104.83%,12,13,11,78th,76th,80th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27804.3058762887,16015.61,20479.6065349688,20410.545713704,1.45271266942953,0.831484973108352,"$27,804","$16,016","$20,480","$20,411",28,32,36,36,1,6,28th,18th,7th,7th,100th,86th,0.765664160401003,1.13303356510746,1.09165,76.56%,113.30%,109.12%,11,13,11,73rd,68th,73rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30827.2101794064,17987,30909.4748321294,30006.0631577707,1.06613301919035,0.59062874840232,"$30,827","$17,987","$30,909","$30,006",36,32,47,48,9,7,31st,39th,9th,7th,84th,88th,0.618898595100865,1.04753748389768,1.047,61.93%,104.72%,104.72%,9,8,7,84th,86th,88th
LA,30508.6980577323,15950.66,30601.9577021459,29206,1.08749416040843,0.549546488217908,"$30,509","$15,951","$30,602","$29,206",32,39,45,46,13,18,40th,26th,15th,13th,76th,67th,0.675031981337949,1.069999119752,1.0604,67.54%,107.03%,106.04%,4,8,5,94th,86th,92nd,37532.4466666667,33883.695,28250,28250,1.32858218289086,1.19942283185841,"$37,532","$33,884","$28,250","$28,250",15,1,17,18,10,5,41st,100th,33rd,29th,62nd,83rd,0.9,1.23782833333333,1.13925,89.98%,123.75%,113.96%,1,1,1,100th,100th,100th,30488.4207888571,16398.62,23262.0785539899,22232,1.38172987058407,0.741585454545455,"$30,488","$16,399","$23,262","$22,232",21,28,29,29,7,19,47th,28th,26th,26th,84th,52nd,0.76750635544257,1.12210471295918,1.0821,76.78%,112.20%,108.24%,10,18,19,76th,55th,52nd,27909.151,20093.055,25243.1824635164,26125,1.13790903024013,0.76523350430419,"$27,909","$20,093","$25,243","$26,125",13,4,26,22,15,2,69th,92nd,35th,46th,64th,97th,0.783687943262411,1.12990567375887,1.1029,78.32%,112.97%,110.33%,1,2,1,100th,97th,100th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30784.4556269039,15691.82,34078.0286255768,33039,0.949242572360497,0.475728977293336,"$30,784","$15,692","$34,078","$33,039",39,43,39,39,21,36,25th,17th,25th,25th,60th,31st,0.628765992571193,1.04264435313949,1.04465,62.92%,104.28%,104.50%,7,10,9,88th,82nd,84th
MA,37810.5261930695,22122.71,43378.074878737,42155.6768098107,0.96139892206197,0.519415974095467,"$37,811","$22,123","$43,378","$42,156",5,2,4,4,28,27,92nd,98th,94th,94th,48th,50th,0.458174193065229,0.982679701731849,1,45.87%,98.23%,99.99%,50,41,49,5th,23rd,7th,43691.7010674157,23053.955,33700.1773076305,30199,1.61254709961261,0.670587381909825,"$43,692","$23,054","$33,700","$30,199",6,9,15,15,5,12,79th,66th,41st,41st,83rd,54th,0.482678983833718,0.977363734939759,1.001,48.29%,97.79%,100.10%,23,21,23,8th,16th,8th,34104.7966094033,21514.765,28407.1572978539,27705,1.30240476429206,0.755832295690201,"$34,105","$21,515","$28,407","$27,705",10,5,14,15,15,15,76th,89th,65th,63rd,63rd,63rd,0.594405594405594,1.08909835633117,1.03575,59.40%,108.90%,103.62%,36,28,35,7th,28th,10th,29530.6836141907,17088.22,25526.1219170931,25787.8810886092,1.2102944160026,0.695208684147222,"$29,531","$17,088","$25,526","$25,788",10,8,25,24,9,7,76th,82nd,38th,41st,79th,84th,0.557705363204345,1.21411867997199,1.0215,55.77%,121.44%,102.19%,32,1,31,22nd,100th,25th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38617.1583382626,22540.1,45509.2308727836,44161.3580461815,0.919682250008307,0.501097276264591,"$38,617","$22,540","$45,509","$44,161",6,3,6,5,31,25,90th,96th,90th,92nd,41st,52nd,0.444596486761711,0.962750659919605,1,44.44%,96.25%,99.99%,51,47,46,1st,9th,11th
MD,39721.089844792,21733.97,45760.2358064086,44249.6826744454,0.925000279276821,0.488992274623192,"$39,721","$21,734","$45,760","$44,250",2,3,2,2,34,39,98th,96th,98th,98th,36th,26th,0.610075059970595,1.04520200065898,1.0451,61.05%,104.50%,104.50%,14,16,12,75th,71st,78th,39570.6496571429,20030.02,56118.0714299529,51917,0.722493316392013,0.383938870948025,"$39,571","$20,030","$56,118","$51,917",10,16,5,5,21,21,62nd,37th,83rd,83rd,16th,16th,0.536553524804178,0.996938133333333,1.0165,53.68%,99.66%,101.64%,15,16,15,41st,37th,41st,39327.8062352346,23071.625,41750.6370661134,40339.6120312025,1.00989422011014,0.571433790695786,"$39,328","$23,072","$41,751","$40,340",2,3,1,1,34,32,97th,94th,100th,100th,13th,18th,0.716049825896543,1.10799876052641,1.0785,71.61%,110.77%,107.80%,21,23,21,47th,42nd,47th,37355.6225783476,20110.73,33199.6693087575,32483,1.14353403734983,0.636928359445041,"$37,356","$20,111","$33,200","$32,483",2,3,3,3,13,14,97th,94th,94th,94th,69th,66th,0.61193092621664,1.04847355003187,1.03425,61.16%,104.83%,103.40%,20,21,22,52nd,50th,47th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40127.4010725774,21267.865,48851.6863277193,47833.6415466511,0.862595897369084,0.446920191629572,"$40,127","$21,268","$48,852","$47,834",4,6,2,2,41,44,94th,90th,98th,98th,21st,15th,0.547198102228986,1.00704436330233,1.0194,54.67%,100.65%,101.97%,26,27,26,50th,49th,50th
ME,32857.8782234559,19215.29,32522.25948201,32536,1.06444869375953,0.594923323796334,"$32,858","$19,215","$32,522","$32,536",21,19,38,35,17,14,61st,65th,28th,34th,69th,75th,0.504605526631958,0.979138528294136,1.0054,50.49%,97.90%,100.54%,42,44,42,21st,17th,21st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33049.8271848946,19164.67,32522.25948201,32536,1.06444869375953,0.594923323796334,"$33,050","$19,165","$32,522","$32,536",24,19,45,40,10,6,54th,64th,13th,23rd,82nd,90th,0.500400149389105,0.977194112175103,1.004,50.05%,97.68%,100.43%,39,42,40,25th,19th,23rd
MI,34722.3338639088,19813.2,33039.0352345794,31783.8285591864,1.12488833506023,0.619754633970478,"$34,722","$19,813","$33,039","$31,784",14,14,37,38,7,6,75th,75th,30th,28th,88th,90th,0.598043805872972,1.0739238924573,1.0396,59.84%,107.36%,103.95%,19,6,15,65th,90th,73rd,59375.5668421053,25232.61,43618.8384330656,48111,1.55673807278881,0.732917409101854,"$59,376","$25,233","$43,619","$48,111",1,7,9,6,6,9,100th,75th,66th,79th,79th,66th,0.661764705882353,1.07226133909287,1.0512,66.22%,107.25%,105.16%,6,6,8,79th,79th,72nd,30751.0739988542,17325.09,23267.9735300112,22058,1.38116108064547,0.806761744590713,"$30,751","$17,325","$23,268","$22,058",20,25,28,31,8,7,50th,36th,28th,21st,81st,84th,0.786150833679464,1.1489827072656,1.1043,78.65%,114.95%,110.44%,4,4,2,92nd,92nd,97th,26815.0535643564,14474.03,23483.5294987392,23136.5,1.20066900609985,0.640287387958566,"$26,815","$14,474","$23,484","$23,136",16,18,34,32,10,12,61st,56th,15th,20th,76th,71st,0.665611814345992,1.07665101387407,1.061,66.55%,107.69%,106.15%,12,11,11,72nd,75th,75th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35509.7266899976,20315.125,34458.4685658688,33053,1.08635438819068,0.602198449737631,"$35,510","$20,315","$34,458","$33,053",14,15,35,38,3,4,74th,72nd,33rd,27th,96th,94th,0.570741794196172,1.06422608368426,1.0274,57.09%,106.37%,102.74%,19,2,18,64th,98th,66th
MN,32068.5769640684,19287.88,40034.172960845,38893,0.870312145106853,0.494758689742715,"$32,069","$19,288","$40,034","$38,893",25,18,11,12,42,37,53rd,67th,80th,78th,21st,30th,0.48610830810629,0.974494485620425,1,48.62%,97.46%,99.99%,46,47,49,13th,11th,7th,27537.3075428571,18306.485,26390.0224645618,25261,1.06100728669179,0.748751007392009,"$27,537","$18,306","$26,390","$25,261",23,20,19,20,12,8,8th,20th,25th,20th,54th,70th,0.571261682242991,1.01413144729005,1.0194,57.09%,101.42%,101.97%,12,14,13,54th,45th,50th,28860.297740668,17616.41,24859.2233602636,25774,1.28253298044514,0.738873501254764,"$28,860","$17,616","$24,859","$25,774",26,23,25,19,19,21,34th,42nd,36th,52nd,52nd,47th,0.649514972585407,1.05109625484288,1.0527,64.90%,105.16%,105.27%,34,35,34,13th,10th,13th,24536.5109574468,16142.16,29043.6023501455,30053,0.837747157344001,0.588703673082022,"$24,537","$16,142","$29,044","$30,053",25,12,9,4,31,17,38th,71st,79th,92nd,23rd,58th,0.564516129032258,1.00509813084112,1.0123,56.43%,100.54%,101.20%,29,34,34,30th,17th,17th,6668.07666666667,6746.08,22873.3256034916,20560.0244325944,0.296721176715136,0.253520210798592,"$6,668","$6,746","$22,873","$20,560",11,11,5,7,11,11,9th,9th,63rd,45th,9th,9th,0.5,1.06275833333333,1.03155,50.05%,106.26%,103.18%,16,9,11,6th,50th,37th,32562.4231528793,19550.54,40831.3422529785,39688.1485156066,0.854523717741646,0.486865104316357,"$32,562","$19,551","$40,831","$39,688",26,18,13,14,43,31,50th,66th,76th,74th,17th,41st,0.480921980550813,0.972021605668562,1,48.07%,97.24%,99.99%,42,44,46,19th,15th,11th
MO,31856.1328371309,18582.52,34028.1418406107,32849,1.01831061468785,0.560445235888317,"$31,856","$18,583","$34,028","$32,849",26,22,35,33,20,16,51st,59th,34th,38th,63rd,71st,0.585153008804672,1.02938378648142,1.033,58.52%,102.96%,103.29%,22,25,22,59th,53rd,59th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33685.3242668863,20322.29,26709.2558120508,26250,1.32274828477318,0.791660830415208,"$33,685","$20,322","$26,709","$26,250",12,10,18,17,13,9,71st,76th,55th,57th,68th,78th,0.76837772950726,1.13041738574253,1.0951,76.89%,113.08%,109.56%,9,14,6,78th,65th,86th,24587.938,13502.66,20998.7981743924,22324,1.24576136693622,0.667384376476943,"$24,588","$13,503","$20,999","$22,324",24,22,35,35,7,9,41st,46th,12th,12th,84th,79th,0.686274509803922,1.09915694444444,1.0625,68.64%,109.89%,106.26%,8,4,10,82nd,92nd,77th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32291.9911053325,18798.86,34992.9856047732,33908,0.979158247925734,0.538839868142895,"$32,292","$18,799","$34,993","$33,908",28,22,32,33,16,15,47th,58th,39th,37th,70th,72nd,0.563515935478844,1.01677450041499,1.0244,56.32%,101.64%,102.41%,22,24,21,58th,54th,60th
MS,30629.811153074,15916.755,27576.5125588787,26381,1.20098996142482,0.606043454224078,"$30,630","$15,917","$27,577","$26,381",31,40,51,50,2,9,42nd,25th,3rd,5th,98th,84th,0.714327289659789,1.09576553188979,1.06915,71.39%,109.56%,106.92%,1,1,2,100th,100th,98th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30188.2059224695,16470.73,22346.6893664502,21694,1.41832327904524,0.754210243512305,"$30,188","$16,471","$22,347","$21,694",22,27,32,33,4,16,44th,31st,18th,15th,92nd,60th,0.79598844923125,1.14092449638023,1.09035,79.64%,114.07%,109.01%,3,6,14,94th,86th,65th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31403.1466335797,15857.06,30656.7736863592,29645.8438446709,1.07357879033339,0.535713006806121,"$31,403","$15,857","$30,657","$29,646",35,42,48,49,6,17,33rd,19th,7th,5th,90th,68th,0.666175424331741,1.06685880620155,1.0586,66.66%,106.70%,105.82%,1,1,1,100th,100th,100th
MT,27831.5484562296,15711.88,30827.9863215161,30577,0.964965099594593,0.520510871275651,"$27,832","$15,712","$30,828","$30,577",46,42,44,41,26,26,13th,21st,17th,23rd,51st,51st,0.521200948116934,0.984976963868416,1.00925,52.14%,98.45%,100.98%,35,40,37,34th,25th,30th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17078.3495833333,11882.285,21376.7206151917,22320.879281045,0.791517525277243,0.66134344996628,"$17,078","$11,882","$21,377","$22,321",9,3,9,5,8,2,27th,81st,27th,63rd,36th,90th,0.7,1.06030909090909,1.0883,69.96%,106.04%,108.79%,8,10,4,56th,43rd,81st,28306.6238901961,15951.62,30916.9394105168,30780,0.966597547352874,0.519733885248278,"$28,307","$15,952","$30,917","$30,780",46,41,46,46,19,21,11th,21st,11th,11th,64th,60th,0.524672613399127,0.985109880501312,1.0109,52.47%,98.56%,101.09%,29,33,31,45th,37th,41st
NC,34658.309793662,20699.56,34239.5490681951,32027,1.10723757185422,0.624355717965614,"$34,658","$20,700","$34,240","$32,027",15,8,32,37,10,5,73rd,86th,40th,30th,82nd,92nd,0.636160126415591,1.05733869223123,1.0534,63.58%,105.71%,105.38%,9,10,7,84th,82nd,88th,37103.405,18944.99,59441.4949030698,59133.0436533568,0.662597196081616,0.312843898488921,"$37,103","$18,945","$59,441","$59,133",17,19,2,3,22,23,33rd,25th,95th,91st,12th,8th,0.606451612903226,1.02577475409836,1.0331,60.61%,102.63%,103.29%,9,12,9,66th,54th,66th,34424.6773609885,21211.51,28138.8351974807,26912.7094268278,1.30921533857872,0.779110243055556,"$34,425","$21,212","$28,139","$26,913",8,7,15,16,14,10,81st,84th,63rd,60th,65th,76th,0.72894632350287,1.10885701370769,1.083,72.93%,110.88%,108.35%,18,22,17,55th,44th,57th,28997.362815534,18829.42,25121.8060387646,25243,1.18105598778753,0.753076783970487,"$28,997","$18,829","$25,122","$25,243",11,6,27,28,11,3,74th,87th,33rd,30th,74th,94th,0.698044895003621,1.07902150694952,1.0702,69.85%,107.91%,107.03%,4,10,4,92nd,77th,92nd,27041.1360526316,18094.925,21461.2583604109,19969.4198832523,1.29101115950036,0.921598559465171,"$27,041","$18,095","$21,461","$19,969",3,1,8,8,2,1,81st,100th,36th,36th,90th,100th,0.783673469387755,1.1208756147541,1.08405,78.32%,112.09%,108.35%,4,4,7,81st,81st,62nd,35189.2188397542,20771.2,36094.3893968617,34129,1.04938874446918,0.586961940334596,"$35,189","$20,771","$36,094","$34,129",16,8,26,30,11,8,70th,86th,50th,43rd,80th,86th,0.606185637318421,1.04086409179961,1.04055,60.61%,104.06%,104.06%,10,11,10,82nd,80th,82nd
ND,30109.5760465116,18001.805,38192.9843674879,39069.6002444007,0.850397225805606,0.494323072978828,"$30,110","$18,002","$38,193","$39,070",36,27,15,10,47,38,32nd,50th,73rd,82nd,11th,28th,0.451316468766133,0.945311324417601,1,45.10%,94.49%,99.99%,52,52,49,1st,1st,7th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35911.1307407407,8897.99,28882.7228642269,30571,1.27215417632195,0.293991239970542,"$35,911","$8,898","$28,883","$30,571",2,10,2,1,3,10,90th,18th,90th,100th,81st,18th,0.563636363636364,0.977116981132076,1.01685,56.32%,97.68%,101.64%,13,15,14,25th,12th,18th,30810.4726327735,18527.6,38307.0910677094,39069.6002444007,0.845228166493785,0.495779456268914,"$30,810","$18,528","$38,307","$39,070",38,24,19,17,45,29,27th,54th,64th,68th,13th,45th,0.445974935079598,0.943369449357387,1,44.55%,94.38%,99.99%,50,51,46,3rd,1st,11th
NE,30238.6898971996,16162.22,36249.6451507946,34360.1931533268,0.918329987454827,0.479687009349426,"$30,239","$16,162","$36,250","$34,360",34,37,19,22,37,41,36th,30th,65th,59th,30th,23rd,0.507279662059632,0.987511335521333,1.0066,50.71%,98.78%,100.65%,41,38,41,23rd,28th,23rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23247.4800990099,9641.08,20528.1459710203,20980,1.1574970401258,0.469493558681007,"$23,247","$9,641","$20,528","$20,980",33,37,35,34,25,35,15th,5th,10th,13th,36th,10th,0.658536585365854,1.09413142857143,1.06425,65.89%,109.45%,106.37%,33,27,30,15th,31st,23rd,19332.0094285714,10512.63,28085.0319613661,27462,0.701390256212047,0.375576365433121,"$19,332","$10,513","$28,085","$27,462",37,36,13,11,38,39,7th,10th,69th,74th,5th,2nd,0.502879078694818,0.979951873767258,1.0069,50.27%,98.01%,100.65%,37,37,37,10th,10th,10th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31553.5510470661,17001.3,36815.8730719386,34945,0.919618747573886,0.482044200588524,"$31,554","$17,001","$36,816","$34,945",33,38,24,25,32,32,37th,27th,54th,52nd,39th,39th,0.509571300278868,0.989499223527128,1.00755,50.93%,99.00%,100.76%,34,29,36,35th,45th,31st
NH,34534.7353534704,20097.355,39287.026584007,39176.3051892746,0.921381510274312,0.51715725847769,"$34,535","$20,097","$39,287","$39,176",16,13,12,8,36,30,71st,76th,78th,86th,32nd,44th,0.462919001044535,0.956235556861593,1,46.31%,95.59%,99.99%,49,50,49,7th,5th,7th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34471.8066437901,20028.11,39287.026584007,39176.3051892746,0.921381510274312,0.51715725847769,"$34,472","$20,028","$39,287","$39,176",19,16,16,15,30,22,64th,70th,70th,72nd,43rd,58th,0.46083222271583,0.953292486255345,1,46.09%,95.37%,99.99%,48,49,46,7th,5th,11th
